fname,labels,is_valid
008213.jpg,chair bottle tvmonitor,False
008216.jpg,pottedplant chair diningtable person,False
008218.jpg,person,False
008220.jpg,train person,True
008222.jpg,dog,True
008223.jpg,sheep,False
008224.jpg,person,True
008225.jpg,person car,True
008226.jpg,bird,False
008229.jpg,cat diningtable,True
008232.jpg,person car,False
008235.jpg,train,False
008236.jpg,aeroplane,True
008241.jpg,motorbike person,True
008244.jpg,train,True
008248.jpg,horse person,False
008250.jpg,motorbike,False
008251.jpg,boat,True
008252.jpg,aeroplane,False
008253.jpg,person bicycle,False
008254.jpg,cat,False
008258.jpg,cat,True
008260.jpg,dog sofa,False
008261.jpg,person boat,False
008262.jpg,bus,False
008263.jpg,train person,False
008268.jpg,car,True
008269.jpg,cat,False
008272.jpg,person dog chair,False
008275.jpg,aeroplane,True
008279.jpg,horse person car,True
008280.jpg,aeroplane,False
008281.jpg,person,True
008282.jpg,tvmonitor sofa,False
008284.jpg,dog person chair,True
008285.jpg,tvmonitor person,True
008292.jpg,sheep,True
008293.jpg,bus person,True
008294.jpg,car motorbike person,True
008295.jpg,train,True
008296.jpg,car,False
008297.jpg,bird,True
008299.jpg,cow,True
008300.jpg,aeroplane,True
008301.jpg,person,False
008302.jpg,tvmonitor person,False
008306.jpg,boat,True
008307.jpg,person horse,True
008310.jpg,aeroplane,False
008311.jpg,horse,False
008312.jpg,motorbike person,False
008313.jpg,bicycle person,False
008315.jpg,bus car person motorbike,False
008316.jpg,train,False
008317.jpg,bird,False
008318.jpg,pottedplant,True
008319.jpg,bottle,True
008320.jpg,horse,True
008322.jpg,dog,False
008323.jpg,sofa,True
008326.jpg,aeroplane,True
008327.jpg,person,True
008329.jpg,car,True
008332.jpg,person dog,False
008335.jpg,train,True
008336.jpg,car,False
008338.jpg,bus,False
008341.jpg,sofa chair person pottedplant,False
008342.jpg,cow sheep,False
008345.jpg,cow,True
008346.jpg,dog,False
008349.jpg,sheep,True
008351.jpg,train,False
008355.jpg,cat,True
008359.jpg,car,True
008360.jpg,bus car person,False
008364.jpg,train,True
008365.jpg,tvmonitor sofa,True
008368.jpg,sofa person,True
008370.jpg,bird,True
008372.jpg,aeroplane,False
008374.jpg,tvmonitor person,False
008376.jpg,car person,True
008381.jpg,person,False
008384.jpg,bird,False
008385.jpg,diningtable person chair,False
008386.jpg,tvmonitor chair,True
008387.jpg,bus person,True
008388.jpg,car,False
008390.jpg,person chair,True
008391.jpg,car person,False
008397.jpg,car person bus,False
008398.jpg,person,False
008403.jpg,cat,False
008409.jpg,tvmonitor sofa,False
008410.jpg,person,True
008413.jpg,person chair,True
008415.jpg,dog,True
008416.jpg,dog,True
008422.jpg,tvmonitor,False
008423.jpg,bird,True
008424.jpg,pottedplant,True
008425.jpg,dog,False
008426.jpg,bird,False
008427.jpg,horse,False
008429.jpg,car,True
008430.jpg,person,True
008433.jpg,bicycle person,True
008434.jpg,train,True
008437.jpg,horse person,False
008438.jpg,bird,True
008442.jpg,cat,False
008443.jpg,bird,False
008444.jpg,car motorbike person,True
008445.jpg,train person,False
008449.jpg,car boat person,False
008450.jpg,aeroplane,True
008452.jpg,sofa person,False
008453.jpg,cat person chair,False
008454.jpg,boat,True
008456.jpg,boat,False
008461.jpg,car person,True
008462.jpg,chair tvmonitor,False
008465.jpg,pottedplant,False
008466.jpg,car,False
008467.jpg,dog person bottle,False
008468.jpg,sofa chair pottedplant,False
008470.jpg,diningtable person chair,False
008472.jpg,aeroplane,True
008475.jpg,person cow,False
008477.jpg,dog,False
008478.jpg,bicycle car,False
008482.jpg,car person,False
008483.jpg,car,False
008484.jpg,car,True
008485.jpg,cat person,True
008492.jpg,train,True
008494.jpg,bus,True
008495.jpg,aeroplane,False
008498.jpg,boat,True
008499.jpg,sofa,True
008502.jpg,car,True
008503.jpg,bus car person,True
008506.jpg,train,False
008509.jpg,dog horse person,True
008512.jpg,dog,True
008513.jpg,person,True
008514.jpg,bicycle person,True
008517.jpg,car,False
008518.jpg,dog,True
008519.jpg,bird,True
008521.jpg,cat,True
008522.jpg,aeroplane,True
008523.jpg,aeroplane,False
008524.jpg,car horse,True
008526.jpg,horse person,True
008529.jpg,diningtable person,False
008530.jpg,dog,False
008533.jpg,cat sofa,False
008534.jpg,cat,True
008535.jpg,motorbike dog,True
008536.jpg,pottedplant,False
008541.jpg,person,True
008542.jpg,cat chair,True
008549.jpg,car pottedplant,False
008550.jpg,car person,False
008553.jpg,train,True
008556.jpg,chair,True
008557.jpg,tvmonitor pottedplant sofa,True
008558.jpg,dog,False
008559.jpg,person,False
008562.jpg,bus car motorbike person,True
008564.jpg,horse,True
008568.jpg,boat,False
008572.jpg,car,True
008573.jpg,sofa person,True
008576.jpg,person,True
008581.jpg,car,False
008582.jpg,person chair,True
008584.jpg,boat,True
008585.jpg,person,False
008586.jpg,car,True
008587.jpg,sofa person pottedplant,False
008588.jpg,bird,False
008592.jpg,sheep bottle person,True
008595.jpg,motorbike,False
008596.jpg,horse person,False
008601.jpg,car,True
008602.jpg,sofa person,False
008604.jpg,boat person,True
008606.jpg,dog,True
008607.jpg,cow,True
008608.jpg,diningtable,True
008610.jpg,horse,False
008612.jpg,person horse,True
008615.jpg,cow,False
008617.jpg,person,False
008618.jpg,sheep person,False
008620.jpg,dog,True
008621.jpg,train,True
008624.jpg,chair,True
008628.jpg,chair sofa person,False
008633.jpg,bicycle car,False
008635.jpg,bird,True
008636.jpg,cow,True
008638.jpg,train person,True
008639.jpg,dog,True
008644.jpg,person,True
008645.jpg,boat,False
008647.jpg,person,True
008653.jpg,horse,True
008654.jpg,bird,True
008655.jpg,pottedplant dog tvmonitor diningtable chair,False
008663.jpg,car person,False
008665.jpg,car sofa person,False
008667.jpg,aeroplane,True
008670.jpg,bird,False
008676.jpg,motorbike car person,False
008680.jpg,bus car,True
008683.jpg,aeroplane,True
008687.jpg,dog,True
008688.jpg,pottedplant,False
008690.jpg,person,False
008691.jpg,train,False
008692.jpg,aeroplane person,True
008695.jpg,motorbike,True
008698.jpg,person,True
008699.jpg,horse person,False
008701.jpg,person sofa,True
008702.jpg,bus bicycle person,False
008706.jpg,cow car person,False
008709.jpg,tvmonitor,True
008710.jpg,train,False
008713.jpg,sofa,True
008716.jpg,car,True
008717.jpg,diningtable chair,True
008718.jpg,person train,True
008720.jpg,cat,False
008722.jpg,cow,True
008723.jpg,aeroplane,False
008725.jpg,boat,False
008727.jpg,car,False
008728.jpg,dog person chair,True
008730.jpg,boat,True
008731.jpg,horse person,False
008732.jpg,bird,False
008733.jpg,chair diningtable pottedplant,True
008738.jpg,dog person,False
008739.jpg,person car,True
008741.jpg,bicycle,False
008742.jpg,motorbike bicycle person,True
008744.jpg,person horse,False
008747.jpg,bus car,True
008748.jpg,person,False
008749.jpg,pottedplant,True
008750.jpg,car,False
008752.jpg,motorbike person,True
008753.jpg,bird,True
008755.jpg,bird,False
008756.jpg,cat,False
008757.jpg,bicycle,False
008759.jpg,bicycle,True
008760.jpg,chair sofa,False
008764.jpg,bird,False
008766.jpg,train person,True
008768.jpg,person car,False
008769.jpg,person,True
008770.jpg,aeroplane,False
008771.jpg,bus person,False
008772.jpg,cat,True
008773.jpg,bird,True
008775.jpg,person,True
008776.jpg,bird,False
008783.jpg,bottle diningtable chair,False
008784.jpg,car boat,False
008790.jpg,train,False
008793.jpg,bus car,True
008794.jpg,person car,False
008796.jpg,bird,True
008799.jpg,aeroplane,True
008801.jpg,person motorbike car,True
008805.jpg,horse person,True
008806.jpg,pottedplant,False
008809.jpg,cat,False
008810.jpg,motorbike person,True
008811.jpg,bicycle,False
008813.jpg,bird person,False
008814.jpg,chair diningtable,False
008815.jpg,cat,False
008817.jpg,person motorbike,True
008819.jpg,dog,False
008822.jpg,dog,True
008823.jpg,sofa,True
008826.jpg,car,True
008831.jpg,bicycle,True
008833.jpg,person,True
008835.jpg,pottedplant,True
008836.jpg,person,True
008837.jpg,tvmonitor,True
008838.jpg,bus car person,False
008840.jpg,dog,False
008841.jpg,dog bottle,False
008843.jpg,car,True
008847.jpg,aeroplane,False
008848.jpg,car bus,True
008849.jpg,dog sofa,True
008854.jpg,cat,True
008856.jpg,cat,False
008858.jpg,bird,True
008859.jpg,car,True
008862.jpg,horse person,False
008865.jpg,person sofa,False
008867.jpg,horse person,True
008871.jpg,sheep,True
008872.jpg,person,False
008873.jpg,aeroplane,True
008874.jpg,tvmonitor sofa chair,True
008876.jpg,person horse,True
008878.jpg,train,False
008879.jpg,person sofa,False
008880.jpg,cat,True
008883.jpg,bus,False
008884.jpg,person boat,True
008885.jpg,cat,False
008886.jpg,horse person,False
008888.jpg,tvmonitor chair,True
008890.jpg,dog,True
008891.jpg,car person,False
008892.jpg,car person,True
008900.jpg,boat person dog,False
008905.jpg,aeroplane,False
008909.jpg,car,False
008911.jpg,bus car person,True
008913.jpg,tvmonitor,True
008914.jpg,horse,True
008917.jpg,cat,True
008919.jpg,horse,True
008920.jpg,sheep person,False
008921.jpg,person,True
008923.jpg,car,False
008926.jpg,bird,False
008927.jpg,cow,True
008929.jpg,car,False
008930.jpg,cat,False
008931.jpg,bottle chair person,True
008932.jpg,person diningtable,False
008933.jpg,cat pottedplant,False
008936.jpg,chair,False
008939.jpg,car,False
008940.jpg,aeroplane,True
008942.jpg,sheep,True
008943.jpg,bird person,True
008944.jpg,person,False
008948.jpg,chair tvmonitor,False
008951.jpg,dog,True
008953.jpg,person bottle,True
008955.jpg,tvmonitor,True
008958.jpg,car,False
008960.jpg,person car,False
008961.jpg,chair person,False
008962.jpg,bottle,False
008965.jpg,person,True
008966.jpg,bus car,False
008967.jpg,bottle,False
008968.jpg,car,False
008969.jpg,car,False
008970.jpg,pottedplant tvmonitor,False
008971.jpg,aeroplane,False
008973.jpg,cow,False
008975.jpg,sofa chair person,False
008976.jpg,cat sofa,True
008978.jpg,car,False
008979.jpg,motorbike person,False
008980.jpg,dog,False
008982.jpg,tvmonitor bottle,True
008983.jpg,chair person diningtable sofa,True
008985.jpg,bird,False
008987.jpg,sofa pottedplant,False
008988.jpg,train,False
008989.jpg,bottle,False
008995.jpg,bicycle,False
008997.jpg,diningtable chair pottedplant tvmonitor,True
008999.jpg,boat,False
009000.jpg,dog person car,False
009002.jpg,train,True
009004.jpg,motorbike,False
009005.jpg,person bicycle,False
009006.jpg,car,True
009007.jpg,motorbike,True
009015.jpg,bus car,True
009016.jpg,bottle,False
009018.jpg,bird,False
009019.jpg,dog sofa,True
009020.jpg,person horse,False
009022.jpg,dog person,True
009024.jpg,person horse,True
009027.jpg,bottle,False
009029.jpg,car,False
009032.jpg,pottedplant tvmonitor,False
009034.jpg,motorbike person,True
009035.jpg,cat,True
009036.jpg,bicycle person,False
009037.jpg,bus,True
009039.jpg,aeroplane,True
009042.jpg,dog,False
009045.jpg,person car,False
009048.jpg,cat chair,True
009049.jpg,motorbike person,False
009051.jpg,tvmonitor sofa chair,True
009053.jpg,car,True
009058.jpg,car,False
009059.jpg,bus,False
009060.jpg,car,True
009063.jpg,aeroplane,False
009064.jpg,car person,True
009066.jpg,dog,False
009068.jpg,sofa chair person pottedplant,False
009072.jpg,chair,True
009073.jpg,bus car person,False
009078.jpg,car person pottedplant,False
009079.jpg,person,True
009080.jpg,bird,False
009085.jpg,aeroplane,True
009086.jpg,train,False
009087.jpg,pottedplant person cat chair,True
009089.jpg,person,True
009091.jpg,person,True
009094.jpg,tvmonitor,True
009098.jpg,cat,False
009099.jpg,bird,False
009100.jpg,bottle,False
009105.jpg,bus,True
009106.jpg,car,False
009108.jpg,bottle,False
009112.jpg,dog,True
009113.jpg,cow,True
009114.jpg,horse person,False
009116.jpg,car,True
009117.jpg,dog,False
009121.jpg,car,False
009123.jpg,diningtable chair pottedplant person,False
009126.jpg,bus,True
009128.jpg,person,True
009129.jpg,sofa,True
009131.jpg,boat,True
009133.jpg,cow,True
009136.jpg,chair person,False
009138.jpg,horse,True
009141.jpg,person,True
009144.jpg,bird,False
009147.jpg,cat,True
009148.jpg,horse,False
009150.jpg,bird,True
009151.jpg,tvmonitor chair,True
009153.jpg,person,False
009155.jpg,tvmonitor,True
009157.jpg,chair diningtable,True
009159.jpg,chair,True
009160.jpg,motorbike person,False
009161.jpg,bus person,False
009162.jpg,chair,True
009163.jpg,bus car,True
009166.jpg,bird,False
009168.jpg,dog,True
009173.jpg,tvmonitor,False
009174.jpg,bus car bottle person,True
009175.jpg,cat pottedplant,False
009177.jpg,boat,True
009178.jpg,car,True
009179.jpg,bus car,True
009180.jpg,motorbike person,True
009181.jpg,pottedplant,False
009184.jpg,person,False
009185.jpg,dog,False
009186.jpg,car,True
009187.jpg,train,True
009189.jpg,cow,True
009191.jpg,motorbike,False
009192.jpg,tvmonitor,True
009193.jpg,sofa person,True
009194.jpg,pottedplant,True
009195.jpg,dog,True
009196.jpg,tvmonitor,False
009197.jpg,dog person,False
009200.jpg,tvmonitor chair sofa,False
009202.jpg,horse person,True
009205.jpg,car,False
009208.jpg,person horse,False
009209.jpg,motorbike person,False
009212.jpg,dog,True
009213.jpg,car,True
009214.jpg,bicycle car person,False
009215.jpg,pottedplant,False
009218.jpg,train,False
009221.jpg,cat,True
009224.jpg,person,True
009227.jpg,dog sheep,False
009230.jpg,person motorbike,False
009236.jpg,horse person,True
009238.jpg,person,False
009239.jpg,person,True
009242.jpg,sofa person bottle,False
009244.jpg,cat,True
009245.jpg,cow,False
009246.jpg,bird,True
009247.jpg,diningtable chair,True
009249.jpg,tvmonitor chair,True
009250.jpg,bicycle,True
009251.jpg,horse person,False
009252.jpg,sofa pottedplant chair,False
009254.jpg,train car,True
009255.jpg,horse,False
009259.jpg,person motorbike,False
009268.jpg,dog,True
009269.jpg,car,False
009270.jpg,bird,False
009271.jpg,sheep,False
009272.jpg,aeroplane,False
009273.jpg,person chair diningtable,True
009278.jpg,bicycle,True
009279.jpg,chair pottedplant tvmonitor,True
009281.jpg,bicycle,True
009282.jpg,car,True
009283.jpg,bus car person,False
009285.jpg,cat,False
009286.jpg,car person,True
009287.jpg,motorbike person,False
009288.jpg,person,False
009289.jpg,train,False
009290.jpg,person bottle sofa chair,False
009291.jpg,motorbike person,True
009295.jpg,person bicycle tvmonitor,False
009296.jpg,person,False
009299.jpg,diningtable person bottle,False
009303.jpg,diningtable person,True
009306.jpg,cat person sofa,False
009307.jpg,aeroplane,False
009308.jpg,cow person,False
009309.jpg,bird,True
009312.jpg,motorbike person,True
009315.jpg,bus,True
009316.jpg,person,False
009318.jpg,person horse car,False
009323.jpg,bird,True
009324.jpg,bird,False
009325.jpg,tvmonitor,False
009326.jpg,car,True
009327.jpg,person dog,False
009330.jpg,person,True
009331.jpg,horse person dog,True
009333.jpg,tvmonitor dog sofa chair,False
009334.jpg,bicycle,True
009336.jpg,car person,False
009337.jpg,horse,True
009339.jpg,chair bicycle,False
009342.jpg,person cat sofa pottedplant,False
009343.jpg,person sofa chair,False
009347.jpg,boat,True
009348.jpg,aeroplane,True
009349.jpg,sheep person,True
009350.jpg,car,True
009351.jpg,aeroplane,True
009354.jpg,train,True
009358.jpg,bus car person,False
009359.jpg,chair sofa,False
009362.jpg,person,False
009365.jpg,aeroplane,False
009368.jpg,car person,True
009371.jpg,aeroplane,True
009373.jpg,tvmonitor,True
009374.jpg,chair person,True
009375.jpg,cow bottle person,True
009377.jpg,person train,False
009378.jpg,cat,True
009382.jpg,motorbike person,True
009386.jpg,bus,False
009388.jpg,tvmonitor chair bottle,False
009389.jpg,train,False
009392.jpg,bus car,False
009393.jpg,motorbike bicycle person,False
009394.jpg,aeroplane person,False
009398.jpg,cat,False
009401.jpg,train,True
009405.jpg,dog,True
009406.jpg,car,False
009407.jpg,person horse,False
009408.jpg,aeroplane,True
009409.jpg,bus car,False
009410.jpg,person,False
009411.jpg,car person,False
009412.jpg,bus person,True
009413.jpg,chair person diningtable,False
009414.jpg,sofa person,True
009417.jpg,sheep,False
009418.jpg,dog person,False
009419.jpg,pottedplant,False
009420.jpg,diningtable bottle person chair,False
009421.jpg,person sofa,False
009422.jpg,bird,False
009424.jpg,car person,False
009429.jpg,cow,False
009432.jpg,aeroplane,False
009433.jpg,train person,True
009434.jpg,car person,False
009437.jpg,diningtable person chair,True
009438.jpg,horse,True
009439.jpg,bird,True
009440.jpg,person,True
009443.jpg,pottedplant,True
009445.jpg,tvmonitor,True
009446.jpg,tvmonitor,False
009448.jpg,person car,True
009454.jpg,chair tvmonitor,True
009455.jpg,cat,True
009456.jpg,bicycle person,True
009457.jpg,motorbike,True
009458.jpg,bottle,False
009459.jpg,bird,True
009460.jpg,person,False
009461.jpg,aeroplane,True
009463.jpg,cow,False
009464.jpg,cat,True
009465.jpg,horse,False
009466.jpg,chair,False
009468.jpg,horse person,True
009469.jpg,car person,False
009470.jpg,sofa cat,True
009472.jpg,aeroplane,True
009476.jpg,aeroplane,False
009477.jpg,person car,True
009479.jpg,sofa cat person,True
009480.jpg,aeroplane,True
009481.jpg,chair bottle person tvmonitor,True
009484.jpg,diningtable chair tvmonitor,True
009488.jpg,bird,False
009490.jpg,person,False
009491.jpg,sofa pottedplant,False
009494.jpg,motorbike person,True
009496.jpg,person,False
009497.jpg,person bottle,False
009499.jpg,person,False
009500.jpg,person,True
009502.jpg,dog,True
009504.jpg,motorbike person,False
009507.jpg,car,True
009508.jpg,train,False
009512.jpg,horse person cow,False
009515.jpg,car,False
009516.jpg,cat,False
009517.jpg,person car,True
009518.jpg,dog person,False
009519.jpg,pottedplant,True
009520.jpg,chair person,False
009523.jpg,aeroplane,False
009524.jpg,person,False
009526.jpg,diningtable chair person,False
009527.jpg,boat,True
009528.jpg,cat,False
009531.jpg,person,True
009532.jpg,car person,True
009533.jpg,boat,True
009537.jpg,person train,False
009540.jpg,motorbike,True
009541.jpg,person chair,False
009542.jpg,chair person,False
009543.jpg,chair dog,True
009545.jpg,cow,False
009546.jpg,sofa person,True
009549.jpg,cat,False
009550.jpg,chair diningtable,True
009551.jpg,person,False
009557.jpg,bicycle person,False
009558.jpg,car person,True
009560.jpg,cat,True
009562.jpg,dog,False
009565.jpg,sofa person,True
009566.jpg,bird,False
009567.jpg,sofa person,True
009568.jpg,bicycle person,True
009571.jpg,aeroplane,True
009573.jpg,motorbike person,False
009576.jpg,tvmonitor,False
009577.jpg,person chair diningtable,False
009579.jpg,person,False
009580.jpg,train,True
009584.jpg,cat,False
009585.jpg,person bottle,False
009586.jpg,cow,True
009587.jpg,dog,False
009588.jpg,train,True
009591.jpg,motorbike person,True
009596.jpg,motorbike person car,False
009597.jpg,train,True
009598.jpg,bird,True
009600.jpg,bicycle person,False
009603.jpg,boat person,True
009605.jpg,dog,False
009609.jpg,bird person,False
009611.jpg,tvmonitor person,True
009613.jpg,chair diningtable sofa person bottle,False
009614.jpg,car person,False
009615.jpg,aeroplane,False
009617.jpg,chair diningtable person,True
009618.jpg,bicycle person,False
009619.jpg,dog,True
009620.jpg,aeroplane car,True
009621.jpg,bird,False
009623.jpg,car,False
009627.jpg,bus,True
009629.jpg,aeroplane,False
009634.jpg,pottedplant,False
009636.jpg,bicycle,True
009637.jpg,train,False
009638.jpg,chair person pottedplant diningtable,False
009641.jpg,person bicycle car bus,True
009644.jpg,car,False
009647.jpg,bottle person pottedplant chair,True
009649.jpg,person tvmonitor chair,True
009650.jpg,cow,False
009654.jpg,person bottle,False
009655.jpg,sofa person,True
009656.jpg,bicycle person tvmonitor,False
009658.jpg,cat,True
009659.jpg,chair person,False
009664.jpg,bottle,False
009666.jpg,bottle person,False
009667.jpg,bicycle,True
009668.jpg,dog person,False
009670.jpg,cat,True
009671.jpg,car person,False
009676.jpg,car person,True
009678.jpg,bus,True
009679.jpg,bottle,False
009681.jpg,aeroplane,True
009684.jpg,sofa person,False
009685.jpg,bus,True
009686.jpg,pottedplant,True
009687.jpg,person bottle,True
009691.jpg,motorbike person,False
009692.jpg,bird,True
009693.jpg,person sofa,False
009695.jpg,train,True
009698.jpg,horse person,True
009699.jpg,car,True
009700.jpg,sheep,True
009702.jpg,aeroplane,False
009703.jpg,bicycle person,False
009706.jpg,diningtable,True
009707.jpg,cat,False
009709.jpg,bottle,False
009710.jpg,cow,True
009711.jpg,car person,True
009712.jpg,person,True
009713.jpg,dog person chair,False
009717.jpg,cow boat person,False
009718.jpg,train car person,False
009719.jpg,horse,True
009721.jpg,chair person,False
009724.jpg,cat,True
009726.jpg,person bottle diningtable,True
009729.jpg,car,False
009732.jpg,horse person,True
009733.jpg,car,False
009734.jpg,bus person,False
009735.jpg,chair,False
009737.jpg,sofa car,True
009738.jpg,person,True
009743.jpg,cat,True
009745.jpg,car,True
009746.jpg,chair tvmonitor,True
009747.jpg,bicycle person,True
009748.jpg,dog,True
009749.jpg,bird,False
009754.jpg,person,True
009755.jpg,sofa person,False
009756.jpg,person motorbike,False
009758.jpg,diningtable chair,True
009761.jpg,bicycle,True
009762.jpg,bicycle person car bus,False
009763.jpg,sofa cat dog,False
009764.jpg,bus,True
009767.jpg,horse person,True
009772.jpg,cat,True
009773.jpg,person chair,True
009774.jpg,car,False
009776.jpg,person motorbike car,False
009778.jpg,train,True
009780.jpg,dog person sofa,True
009781.jpg,motorbike person,True
009785.jpg,car,True
009789.jpg,person,False
009790.jpg,train,False
009792.jpg,chair person,False
009794.jpg,cat,True
009796.jpg,person,True
009797.jpg,dog,False
009800.jpg,bird person,False
009801.jpg,car,True
009805.jpg,cat,False
009807.jpg,horse,False
009808.jpg,horse,False
009809.jpg,person,True
009810.jpg,car,False
009813.jpg,sofa person,False
009816.jpg,sheep,True
009819.jpg,diningtable chair cat,True
009822.jpg,car person motorbike bus,True
009823.jpg,dog,True
009825.jpg,chair,False
009828.jpg,chair person,False
009830.jpg,car,False
009831.jpg,train,True
009832.jpg,bus,False
009833.jpg,chair,True
009834.jpg,car,False
009836.jpg,boat,True
009839.jpg,car,False
009841.jpg,person horse,True
009842.jpg,sheep,False
009845.jpg,car person bus,False
009848.jpg,person bicycle car,False
009851.jpg,horse person,False
009852.jpg,cat,False
009855.jpg,train,False
009858.jpg,aeroplane,True
009859.jpg,person,False
009860.jpg,train,False
009862.jpg,car,True
009863.jpg,car,True
009865.jpg,cow,True
009867.jpg,tvmonitor person,False
009868.jpg,person,False
009869.jpg,person,False
009870.jpg,dog,True
009872.jpg,chair,False
009874.jpg,horse person,False
009877.jpg,person,False
009878.jpg,sofa bottle person pottedplant,False
009879.jpg,car person,False
009880.jpg,person,True
009881.jpg,tvmonitor person,True
009882.jpg,tvmonitor person,False
009884.jpg,pottedplant,False
009886.jpg,cat,True
009887.jpg,pottedplant,False
009894.jpg,train,True
009896.jpg,cat,False
009897.jpg,cow,True
009898.jpg,car,True
009900.jpg,car person,True
009902.jpg,bottle person,True
009904.jpg,car,False
009905.jpg,aeroplane,True
009908.jpg,cow bird,True
009911.jpg,aeroplane,False
009913.jpg,car,True
009917.jpg,diningtable chair person bottle,True
009918.jpg,dog person,False
009920.jpg,car,False
009923.jpg,cat,True
009926.jpg,person bicycle,False
009932.jpg,car,True
009935.jpg,person tvmonitor chair,True
009938.jpg,motorbike car,False
009939.jpg,sofa,True
009940.jpg,bird,False
009942.jpg,person,False
009944.jpg,motorbike person,False
009945.jpg,sheep,False
009946.jpg,person train,True
009947.jpg,boat person,True
009949.jpg,sofa chair person,False
009950.jpg,train person,True
009954.jpg,horse person,True
009955.jpg,boat,True
009958.jpg,person bicycle,True
009959.jpg,car,False
009961.jpg,dog,False
